Date,Arrivals,lags_1,lags_2,lags_12,roll_mean_3,roll_mean_6,roll_mean_12,roll_std_3,roll_std_6,roll_std_12,growth_yoy,month_sin,month_cos,quarter,year,saison_1,saison_2,saison_3,Oil_price_lag1,FDI_lag1,Poverty_rate_lag1,REER_lag1,is_covid,cdm_event
1996-11-01,171360.0,228480.0,257040.0,165120.0,276080.0,285600.0,237046.66666666666,59452.380944752826,47790.02071562638,67237.48269222963,3.77906976744186,-0.5000000000000004,0.8660254037844384,4,1996,False,False,True,23.18,897868157.9234973,16.0,109.43879398907104,0,0
1996-12-01,142800.0,171360.0,228480.0,137600.0,218960.0,271320.0,237566.66666666666,43626.12061597969,66979.13705027856,66652.23031572618,3.77906976744186,-2.4492935982947064e-16,1.0,4,1996,False,False,False,22.3,959016716.6666667,16.0,109.40723666666666,0,0
1997-01-01,192180.0,142800.0,171360.0,171360.0,180880.0,247520.0,238000.0,43626.12061597969,84078.3634474411,65956.49475222286,12.14985994397759,0.49999999999999994,0.8660254037844387,1,1997,False,False,False,21.47549668874172,1018192741.2568308,16.0,109.37669732240435,0,0
1997-02-01,192180.0,192180.0,142800.0,171360.0,168780.0,222430.0,239735.0,24790.8934893442,71509.83568712766,64297.116646789924,12.14985994397759,0.8660254037844386,0.5000000000000001,1,1997,False,False,False,20.62350993377484,1079341300.0,16.0,109.34514,0,0
1997-03-01,256240.0,192180.0,192180.0,228480.0,175720.0,197340.0,241470.0,28509.55629258387,40587.221634401125,62541.278005373824,12.14985994397759,1.0,6.123233995736766e-17,1,1997,True,False,False,19.771523178807943,1013890605.9178082,16.01698630136986,109.59260493150686,0,0
1997-04-01,288270.0,256240.0,192180.0,257040.0,213533.33333333334,197206.66666666666,243783.33333333334,36985.05824428754,40352.51202424287,62530.516671074416,12.14985994397759,0.8660254037844387,-0.4999999999999998,2,1997,True,False,False,19.00198675496689,954773849.9726028,16.03232876712329,109.8161216438356,0,0
1997-05-01,288270.0,288270.0,256240.0,257040.0,245563.33333333334,207171.66666666666,246385.83333333334,48926.63316981193,54516.654488941866,63770.019239356356,12.14985994397759,0.49999999999999994,-0.8660254037844387,2,1997,True,False,False,18.15,889323155.8904109,16.04931506849315,110.06358657534248,0,0
1997-06-01,320300.0,288270.0,288270.0,285600.0,277593.3333333333,226656.66666666666,248988.33333333334,18492.52912214392,59794.31567186521,64872.08740469528,12.14985994397759,1.2246467991473532e-16,-1.0,2,1997,False,True,False,18.24,825983774.5205479,16.065753424657533,110.30306876712328,0,0
1997-07-01,384360.0,320300.0,288270.0,342720.0,298946.6666666667,256240.0,251880.0,18492.52912214392,53596.44129977287,67377.406383068,12.14985994397759,-0.4999999999999997,-0.8660254037844388,3,1997,False,True,False,18.60728260869565,760533080.4383562,16.0827397260274,110.55053369863012,0,0
1997-08-01,384360.0,384360.0,320300.0,342720.0,330976.6666666667,288270.0,255350.0,48926.63316981192,64059.99999999999,73293.56774456591,12.14985994397759,-0.8660254037844384,-0.5000000000000004,3,1997,False,True,False,18.962717391304345,697193699.0684931,16.09917808219178,110.79001589041096,0,0
1997-09-01,288270.0,384360.0,384360.0,257040.0,363006.6666666667,320300.0,258820.0,36985.0582442875,53596.44129977287,78599.67048276984,12.14985994397759,-1.0,-1.8369701987210297e-16,3,1997,False,False,True,19.33,631743004.9863014,16.116164383561642,111.0374808219178,0,0
1997-10-01,256240.0,288270.0,384360.0,228480.0,352330.0,325638.3333333333,261422.5,55477.58736643118,47146.88342474681,79051.1044284875,12.14985994397759,-0.8660254037844386,0.5000000000000001,4,1997,False,False,True,19.6044262295082,566292310.9041096,16.133150684931508,111.28494575342468,0,0
1997-11-01,192180.0,256240.0,288270.0,171360.0,309623.3333333333,320300.0,263735.8333333333,66675.76196290026,53596.44129977287,78402.96845706027,12.14985994397759,-0.5000000000000004,0.8660254037844384,4,1997,False,False,True,19.87,502952929.53424656,16.14958904109589,111.52442794520547,0,0
1997-12-01,160150.0,192180.0,256240.0,142800.0,245563.33333333334,304285.0,265470.8333333333,48926.63316981189,75117.00839357222,76377.11466595848,12.14985994397759,-2.4492935982947064e-16,1.0,4,1997,False,False,False,18.92475409836066,437502235.45205474,16.16657534246575,111.77189287671231,0,0
1998-01-01,196020.0,160150.0,192180.0,192180.0,202856.66666666666,277593.3333333333,266916.6666666667,48926.63316981189,94293.76684949364,73970.11648857486,1.9981267561660945,0.49999999999999994,0.8660254037844387,1,1998,False,False,False,18.01,374162854.0821917,16.183013698630138,112.01137506849317,0,0
1998-02-01,196020.0,196020.0,160150.0,192180.0,182783.33333333334,246203.33333333334,267236.6666666667,19694.852965517064,82218.81455400986,73624.90849919715,1.9981267561660945,0.8660254037844386,0.5000000000000001,1,1998,False,False,False,16.910909090909094,308712160.0,16.2,112.25884,0,0
1998-03-01,261360.0,196020.0,196020.0,256240.0,184063.33333333334,214813.33333333334,267556.6666666667,20709.55415583195,47578.93889807404,73276.54980629991,1.9981267561660945,1.0,6.123233995736766e-17,1,1998,True,False,False,15.811818181818182,352728919.01369864,16.2,112.25862053698631,0,0
1998-04-01,294030.0,261360.0,196020.0,288270.0,217800.0,210328.33333333334,267983.3333333333,37724.06658885018,39921.91399052233,73219.54996426635,1.9981267561660945,0.8660254037844387,-0.4999999999999998,2,1998,True,False,False,14.81909090909091,392485991.6712329,16.2,112.25842231232878,0,0
1998-05-01,294030.0,294030.0,261360.0,288270.0,250470.0,216626.66666666666,268463.3333333333,49904.24931806912,50257.07897069489,73383.32896303471,1.9981267561660945,0.49999999999999994,-0.8660254037844387,2,1998,True,False,False,13.72,436502750.6849315,16.2,112.25820284931508,0,0
